"code","source_page","view","schematic_x","schematic_y","primary_source_description","learning_note_he","learning_note_en","comparison_code","alternative_he","focused_check","alignment_33","source_conflict_33","review_status","reviewer","review_date","review_notes"
"SI 12","93","back","695","210","In the scapular region, in the supraspinatous fossa, superior to the midpoint of the spine of the scapula.","SI 11 קשורה לגומה שמתחת לקוץ השכמה; SI 12 לגומה שמעליו. קוץ השכמה הוא קו ההפרדה שמסביר את מיקומן על אותה עצם.","SI 11 uses the infraspinous fossa; SI 12 the supraspinous fossa. The scapular spine separates these regions of the same bone.","SI 11","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"SI 13","94","back","580","190","In the scapular region, in the depression superior to the medial end of the spine of the scapula. Note: SI13 is located at the midpoint of the line connecting SI10 with the spinous pro- cess of the second thoracic vertebra (T2).","SI 13 קשורה לקצה המדיאלי של קוץ השכמה ולשקע שמעליו. SI 12 מתייחסת לגומה העל־קוצית. זיהוי קצה הקוץ מחדד את המיקום בתוך אזור השכמה הרחב.","SI 13 uses the depression above the medial end of the scapular spine. SI 12 uses the supraspinous fossa. Identifying the spine’s end narrows the location within the wider scapular region.","SI 12","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"SI 14","94","back","620","195","In the upper back region, at the same level as the inferior border of the spinous process of the first thoracic vertebra (T1), 3 B-cun lateral to the posterior median line. Note 1: SI14 is located at the intersection of two imaginary lines: the vertical line of the medial extremity of the spine of the scapula and the horizontal line inferior to the spinous process of the first thoracic vertebra (T1). Note 2: SI14 is located at the same level as BL11, gV13, and the inferior border of the spinous process of the first thoracic vertebra (T1).","SI 14 ו־BL 11 מתייחסות לגבול התחתון של זיז T1. SI 14 בהיסט של 3 B-cun ו־BL 11 בהיסט של 1.5 B-cun. הגובה משותף, אך העמודה הצדדית שונה.","SI 14 and BL 11 reference the inferior border of the T1 spinous process. Their lateral offsets are 3 and 1.5 B-cun. They share a level, not a lateral column.","BL 11","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"SI 15","95","back","580","160","In the upper back region, at the same level as the inferior border of the spinous pro- cess of the seventh cervical vertebra (C7), 2 B-cun lateral to the posterior median line. Note: SI15 is located at the intersection of two imaginary lines: the vertical line of the junction of the lateral one third and the medial two thirds of the line connecting the posterior median line with the medial border of the scapula and the horizontal line inferior to the spinous process of the seventh cervical vertebra (C7).","הגבול התחתון של זיז C7 קובע את הגובה. SI 15 נמצאת 2 B-cun לצד קו האמצע, בעוד GV 14 בקו האמצע. אין להעביר לכאן אוטומטית את היסט 3 B-cun של SI 14.","The inferior C7 spinous-process border sets the level. SI 15 is 2 B-cun lateral and GV 14 midline. Do not carry over SI 14’s 3 B-cun offset to this record.","GV 14","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"SI 16","95","face","325","780","In the anterior region of the neck, posterior to the sternocleidomastoid muscle, at the same level as the superior border of the thyroid cartilage. Note 1: The sternocleidomastoid muscle is more distinct when the head is turned to the opposite side against resistance. Note 2: SI16 is located at the same level as St9, LI18 and the superior border of the thyroid cartilage. St9 is located anterior to the sternocleidomastoid muscle, SI16, posterior to the sternocleidomastoid muscle and LI18, midway between the anterior and posterior borders of the sternocleidomastoid muscle.","בגובה הגבול העליון של סחוס התריס, SI 16 מתוארת מאחורי שריר מפנה הראש. LI 18 נמצאת בין גבולותיו ו־ST 9 לפניו.","At the superior thyroid-cartilage level, SI 16 is posterior to sternocleidomastoid; LI 18 is between its borders and ST 9 anterior to it.","LI 18","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"SI 17","96","face","350","735","In the anterior region of the neck, posterior to the angle of the mandible, in the depression anterior to the sternocleidomastoid muscle. Note: The sternocleidomastoid muscle is more distinct when the head is turned to the opposite side against resistance.","זווית הלסת היא עוגן הגובה, והשקע מתואר לפני שריר מפנה הראש. TE 16 מתייחסת לגובה דומה אך לשקע מאחורי השריר.","The mandibular angle is the level reference and the depression is anterior to sternocleidomastoid. TE 16 refers to a similar level posterior to the muscle.","TE 16","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"SI 18","96","face","345","554","On the face, inferior to the zygomatic bone, in the depression directly inferior to the outer canthus of the eye.","SI 18 מתוארת מתחת לעצם הלחי, בקו היורד מזווית העין החיצונית. ST 2 משתמשת בקו שמתחת לאישון ובפתח התת־ארובתי. זווית העין והאישון מגדירים שני קווים שונים.","SI 18 lies below the zygomatic bone on the line descending from the outer eye angle. ST 2 uses the pupil line and infraorbital foramen. Eye angle and pupil define different alignments.","ST 2","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"SI 19","97","headSide","505","490","On the face, in the depression between the anterior border of the centre of the tragus and the posterior border of the condylar process of the mandible. Note: When the mouth is slightly opened, SI19 is located in the depression anterior to the centre of the tragus, between tE21 and gB2.","TE 21 מתוארת בגובה החריץ שמעל הטרגוס, ו־SI 19 בגובה אמצע הטרגוס. שינוי הגובה לאורך אותה אוזן הוא מוקד ההשוואה.","TE 21 uses the supratragic notch level, while SI 19 uses the middle of the tragus. The differing level along the same ear is the focus.","TE 21","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"BL 1","100","face","458","418","On the face, in the depression between the superomedial parts of the inner canthus of the eye and the medial wall of the orbit. Note: When the eye is closed, BL1 is located in the depression 0.1 B-cun superior and medial to the inner canthus of the eye.","ההבחנה היא זווית העין: BL 1 בזווית הפנימית, סמוך לאף; GB 1 בזווית החיצונית. פנימי וחיצוני מתייחסים לפנים של האדם, לא לצד המסך.","The distinction is the eye angle: BL 1 uses the inner, nasal angle; GB 1 the outer angle. These directions belong to the person, not to screen left and right.","GB 1","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"BL 2","100","face","456","377","On the head, in the depression at the medial end of the eyebrow. Note: A depression, the frontal notch, can often be palpated on the medial end of the eyebrow directly superior to BL1.","הקצה הפנימי של הגבה והשקע שבו מגדירים את BL 2. BL 1 קשורה לזווית העין הפנימית מתחתיה. גבה וזווית עין הם ציוני דרך נפרדים, גם כשהם סמוכים בתקריב.","BL 2 uses the depression at the medial eyebrow end. BL 1 uses the inner eye angle below it. Eyebrow and eye angle remain separate landmarks even in a close-up.","BL 1","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"BL 3","101","scalp","424","225","On the head, superior to the frontal notch, 0.5 B-cun superior to the anterior hairline. Note: Midway between GV24 and BL4.","BL 3 נמצאת חצי B-cun מעל קו השיער הקדמי, מעל החריץ המצחי; בהערת המקור היא באמצע בין GV 24 ל־BL 4. ל־BL 4 היסט צדדי מוגדר של 1.5 B-cun.","BL 3 is half a B-cun above the anterior hairline over the frontal notch; the source note places it midway between GV 24 and BL 4. BL 4 has a specified 1.5 B-cun lateral offset.","BL 4","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"BL 4","101","scalp","395","225","On the head, 0.5 B-cun superior to the anterior hairline, 1.5 B-cun lateral to the anterior median line. Note: At the junction of the medial one third and lateral two thirds of the line connecting gV24 with St8.","BL 4 נמצאת חצי B-cun מעל קו השיער, 1.5 B-cun מקו האמצע. BL 5 שומרת על ההיסט הצדדי אך נמצאת יחידה שלמה מעל קו השיער. מפרידים בין שינוי הגובה לעמודה הקבועה.","BL 4 is half a B-cun above the hairline and 1.5 B-cun lateral. BL 5 retains the lateral offset but is one full unit above the hairline. Only the hairline distance changes.","BL 5","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"BL 5","102","scalp","395","250","On the head, 1 B-cun superior to the anterior hairline, 1.5 B-cun lateral to the anterior median line. Note: 0.5 B-cun superior to BL4, at the same level as gV23.","הגובה של BL 5 הוא 1 B-cun מעל קו השיער הקדמי, כמו GV 23. BL 5 נמצאת 1.5 B-cun הצדה ו־GV 23 בקו האמצע. הקווים בסכמת הקרקפת מייצגים ייחוס יחסי.","BL 5 and GV 23 are 1 B-cun above the anterior hairline. BL 5 is 1.5 B-cun lateral; GV 23 is midline. Scalp-grid lines represent relative references rather than measured surface distances.","GV 23","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
